Job,Promised_Date,Requested_Date,Shipped_Date,Shipped_Quantity,Promised_Quantity,Customer,Description
19-110,2020-04-27 00:00:00,2020-04-27 00:00:00,2020-04-27 00:00:00,1,1,YATECONS,WW RETURN TANK 560-V-5630
19-098,2020-04-24 00:00:00,2020-04-24 00:00:00,2020-04-27 00:00:00,1,1,YATECONS,REJECTS TRANSFER TK 360-V-3673
19-121,2020-04-20 00:00:00,2020-04-20 00:00:00,2020-04-20 00:00:00,1,1,TRINMANU,CHLOROPICRIN CATCH TK T-1807
20-001,2020-04-13 00:00:00,2020-04-13 00:00:00,2020-04-14 00:00:00,1,1,EVERPACK,"25,500 GAL SST CAUSTIC TANK"
19-101,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,1,1,YATECONS,DILUTION COL TANK 570-V-5651
19-094,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,1,1,YATECONS,WARM WATER TK 540-V-5420
19-083,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,1,1,ROSENBLAD,EVAPORATOR EFFECT VESSEL 2
19-114,2020-04-06 00:00:00,2020-04-06 00:00:00,2020-04-06 00:00:00,1,1,ACTIONEL,"15,000 GAL CST TANK"
19-095,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,1,1,YATECONS,MIX TANK A 330-V-3322
19-096,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,1,1,YATECONS,MIX TANK B 330-V-3326
19-092,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,1,1,YATECONS,WET LAP WW TK 530-V-5312
19-102,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,1,1,YATECONS,FAN PUMP STANDPIPE 570-V-5701
20-002,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-25 00:00:00,1,1,KIMCLARK,400 G CST ASME BOILER BLOWOFF
19-084,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,1,1,ROSENBLAD,EVAPORATOR EFFECT VESSEL 3
19-105,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,1,1,YATECONS,MACHINE TANK 570-V-5703B
19-106,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,1,1,YATECONS,MACHINE TANK 570-V-5703C
19-107,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,1,1,YATECONS,MACHINE TANK 570-V-5703D
19-108,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,1,1,YATECONS,MACHINE TANK 570-V-5703E
19-109,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,1,1,YATECONS,MACHINE TANK 570-V-5703F
19-104,2020-03-10 00:00:00,2020-03-10 00:00:00,2020-03-11 00:00:00,1,1,YATECONS,MACHINE TANK 570-V-5703A
19-072,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-03-06 00:00:00,1,1,INTEPAPEPW,BELT PRESS SLUDGE BLEND TK
19-073,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-03-06 00:00:00,1,1,INTEPAPEPW,SS SULFURIC ACID TANK
19-071,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-03-06 00:00:00,1,1,INTEPAPEPW,CARBON STEEL NUTRIENT STORAGE
19-073,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-03-04 00:00:00,1,1,INTEPAPEPW,SS SULFURIC ACID TANK
19-072,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-03-04 00:00:00,1,1,INTEPAPEPW,BELT PRESS SLUDGE BLEND TK
19-071,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-03-04 00:00:00,1,1,INTEPAPEPW,CARBON STEEL NUTRIENT STORAGE
19-079,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,0,0,ANDRITZI,DISSOLVING TANK IN 2205
19-079,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,1,1,ANDRITZI,DISSOLVING TANK IN 2205
19-079,2020-02-25 00:00:00,2020-02-25 00:00:00,2020-02-25 00:00:00,1,1,ANDRITZI,DISSOLVING TANK IN 2205
19-079,2020-02-25 00:00:00,2020-02-25 00:00:00,2020-02-25 00:00:00,1,1,ANDRITZI,DISSOLVING TANK IN 2205
19-079,2020-02-25 00:00:00,2020-02-25 00:00:00,2020-02-25 00:00:00,1,1,ANDRITZI,DISSOLVING TANK IN 2205
19-075,2020-02-24 00:00:00,2020-02-24 00:00:00,2020-02-24 00:00:00,1,1,ALLNEXUS,BULK STORAGE SILO
19-070,2020-02-24 00:00:00,2020-02-24 00:00:00,2020-02-24 00:00:00,1,1,KEMIRAWS,OXIDIZER VESSEL
19-075,2020-02-12 00:00:00,2020-02-12 00:00:00,2020-02-17 00:00:00,1,1,ALLNEXUS,BULK STORAGE SILO
20-013,2020-01-29 00:00:00,2020-01-29 00:00:00,2020-01-29 00:00:00,1,1,MAGIEXTE,ROLL (4) ALUMINUM SQ. TUBES
19-119,2020-01-28 00:00:00,2020-01-28 00:00:00,2020-01-28 00:00:00,1,1,IFFCHEMI,100 GAL SST DROP OFF POT
19-120,2020-01-28 00:00:00,2020-01-28 00:00:00,2020-01-28 00:00:00,1,1,IFFCHEMI,100 GAL SST DROP OFF POT
19-123,2020-01-27 00:00:00,2020-01-27 00:00:00,2020-01-27 00:00:00,1,1,GARRMACH,310 SST TUBE
19-124,2020-01-27 00:00:00,2020-01-27 00:00:00,2020-01-27 00:00:00,1,1,GARRMACH,310 SST TUBE
19-125,2020-01-27 00:00:00,2020-01-27 00:00:00,2020-01-27 00:00:00,1,1,GARRMACH,310 SST PLATE
20-003,2020-01-20 00:00:00,2020-01-20 00:00:00,2020-01-20 00:00:00,1,1,DAYBREAK,ROLL (4) SST PiPES
19-113,2020-01-14 00:00:00,2020-01-14 00:00:00,2020-01-14 00:00:00,1,1,SOLVSPEC,HOT OIL EXPANSION TK V-1440
19-076,2019-12-19 00:00:00,2019-12-19 00:00:00,2019-12-19 00:00:00,1,1,AMBIOPHARM,ACETRONITRILE TANK
19-077,2019-12-18 00:00:00,2019-12-18 00:00:00,2019-12-19 00:00:00,1,1,AMBIOPHARM,ACETRONITRILE TK W CATWALK
19-115,2019-12-16 00:00:00,2019-12-16 00:00:00,2019-12-16 00:00:00,1,1,AIRCO111,SST HANDRAIL FOR 54' TANK
19-038,2019-12-12 00:00:00,2019-12-12 00:00:00,2019-12-12 00:00:00,1,1,KEMIWATE,OXIDIZER R-3 / EXT WARRANTY
19-038,2019-12-11 00:00:00,2019-12-11 00:00:00,2019-12-12 00:00:00,1,1,KEMIWATE,OXIDIZER R-3 / EXT WARRANTY
19-039,2019-12-10 00:00:00,2019-12-10 00:00:00,2019-12-12 00:00:00,1,1,KEMIWATE,REACTOR R-3
19-038,2019-12-10 00:00:00,2019-12-10 00:00:00,2019-12-13 00:00:00,1,1,KEMIWATE,OXIDIZER R-3 / EXT WARRANTY
19-069,2019-12-09 00:00:00,2019-12-09 00:00:00,,0,0,PINOVAIN,HEAT TREATMENT TANK
19-069,2019-11-15 00:00:00,2019-11-15 00:00:00,2019-12-09 00:00:00,1,1,PINOVAIN,HEAT TREATMENT TANK
19-074,2019-11-12 00:00:00,2019-11-12 00:00:00,2019-11-14 00:00:00,1,1,PINOVAIN,"6,000 GAL W-TANK T-38"
19-080,2019-11-11 00:00:00,2019-11-11 00:00:00,2019-11-11 00:00:00,1,1,PCSPHOSP,T2203 VSEP FEED TANK A
19-081,2019-11-11 00:00:00,2019-11-11 00:00:00,2019-11-11 00:00:00,1,1,PCSPHOSP,T2203 VSEP FEED TANK A
19-051,2019-11-11 00:00:00,2019-11-11 00:00:00,2019-11-11 00:00:00,1,1,FLOQENGI,"23,500 GAL CAUSTIC TANK"
19-068,2019-11-11 00:00:00,2019-11-11 00:00:00,2019-11-12 00:00:00,1,1,SYMRISE,185 GAL SST DECANTER
19-056,2019-10-23 00:00:00,2019-10-23 00:00:00,2019-10-23 00:00:00,1,1,THIEKAOL,"7,000 GAL CST SULFURIC ACID TK"
19-066,2019-10-23 00:00:00,2019-10-23 00:00:00,2019-10-23 00:00:00,1,1,AURIPOLY,HTF VENT TANK
19-055,2019-10-15 00:00:00,2019-10-15 00:00:00,2019-11-13 00:00:00,1,1,PLASEXPR,FEED HOPPER
19-001,2019-10-14 00:00:00,2019-10-14 00:00:00,2019-10-14 00:00:00,1,1,REAGCHEM,"34,500 GAL CST API TANK"
18-068,2019-10-11 00:00:00,2019-10-11 00:00:00,2019-10-11 00:00:00,1,1,KIMCLARK,PUMPER WATER TANK
19-002,2019-10-09 00:00:00,2019-10-09 00:00:00,2019-10-16 00:00:00,1,1,REAGCHEM,"34,500 GAL CST API TANK"
19-001,2019-10-09 00:00:00,2019-10-09 00:00:00,2019-10-14 00:00:00,1,1,REAGCHEM,"34,500 GAL CST API TANK"
19-054,2019-10-09 00:00:00,2019-10-09 00:00:00,2019-11-13 00:00:00,1,1,PLASEXPR,FEED HOPPER
19-052,2019-10-07 00:00:00,2019-10-07 00:00:00,2019-10-10 00:00:00,1,1,PLASEXPR,FEED HOPPER
19-053,2019-10-07 00:00:00,2019-10-07 00:00:00,2019-10-10 00:00:00,1,1,PLASEXPR,FEED HOPPER
19-041,2019-10-07 00:00:00,2019-10-07 00:00:00,2019-10-07 00:00:00,1,1,AJAYNAMER,HX-3101 DRYER CONDENSER
19-025,2019-10-07 00:00:00,2019-10-07 00:00:00,2019-10-07 00:00:00,1,1,AJAYNAMER,R-3101 WASTE RECOVERY REACTOR
19-085,2019-10-07 00:00:00,2019-10-07 00:00:00,2019-10-07 00:00:00,1,1,GAF11111,SST SKI PLATE
19-040,2019-09-30 00:00:00,2019-09-30 00:00:00,2019-10-01 00:00:00,1,1,KRATCHEM,23000 GAL SST API TANK (T-902)
18-065,2019-09-30 00:00:00,2019-09-30 00:00:00,2019-09-30 00:00:00,1,1,KIMCLARK,DUMP CHEST TM12
19-047,2019-09-24 00:00:00,2019-09-24 00:00:00,,0,1,PILGRIMS,"30,000 GAL BULK TANK W/LADDER"
19-049,2019-09-20 00:00:00,2019-09-20 00:00:00,2019-09-20 00:00:00,1,1,ONEACONS,HOT WATER EXPANSION TANK
19-050,2019-09-20 00:00:00,2019-09-20 00:00:00,2019-09-20 00:00:00,1,1,ONEACONS,HOT WATER EXPANSION TANK
19-048,2019-09-19 00:00:00,2019-09-19 00:00:00,2019-09-24 00:00:00,1,1,PILGRIMS,"30,000 GAL BULK TANK"
19-047,2019-09-19 00:00:00,2019-09-19 00:00:00,2019-09-24 00:00:00,1,1,PILGRIMS,"30,000 GAL BULK TANK W/LADDER"
19-047,2019-09-19 00:00:00,2019-09-19 00:00:00,2019-09-24 00:00:00,1,1,PILGRIMS,"30,000 GAL BULK TANK W/LADDER"
19-042,2019-09-19 00:00:00,2019-09-19 00:00:00,2019-09-20 00:00:00,1,1,MILLIKEN,"39,500 GAL STORAGE TANK TBT-80"
19-042,2019-09-19 00:00:00,2019-09-19 00:00:00,2019-09-19 00:00:00,1,1,MILLIKEN,"39,500 GAL STORAGE TANK TBT-80"
19-043,2019-09-19 00:00:00,2019-09-19 00:00:00,2019-09-23 00:00:00,1,1,MILLIKEN,"39,500 GAL STORAGE TANK TBT-09"
18-086,2019-09-19 00:00:00,2019-09-19 00:00:00,2019-09-19 00:00:00,1,1,PCSPHOSP,2500 GAL CST API TANK
18-065,2019-09-13 00:00:00,2019-09-13 00:00:00,2019-09-16 00:00:00,0,0,KIMCLARK,DUMP CHEST TM12
18-065,2019-09-12 00:00:00,2019-09-12 00:00:00,2019-09-16 00:00:00,1,1,KIMCLARK,DUMP CHEST TM12
19-008,2019-09-12 00:00:00,2019-09-12 00:00:00,2019-09-16 00:00:00,1,1,SALOFLTD,SST N20 REACTOR
19-045,2019-08-29 00:00:00,2019-08-29 00:00:00,2019-08-29 00:00:00,1,1,S&STECHN,INTERSTAGE LIQUID TRAP (UD002)
19-046,2019-08-29 00:00:00,2019-08-29 00:00:00,2019-08-29 00:00:00,1,1,S&STECHN,INTERSTAGE LIQUID TRAP (UD002)
19-044,2019-08-28 00:00:00,2019-08-28 00:00:00,2019-08-29 00:00:00,1,1,S&STECHN,INTERSTATE LIQUID TRAP (UD001)
19-038,2019-08-22 00:00:00,2019-08-22 00:00:00,2019-08-22 00:00:00,1,1,KEMIWATE,OXIDIZER R-3 / EXT WARRANTY
19-006,2019-08-21 00:00:00,2019-08-21 00:00:00,2019-08-22 00:00:00,1,1,BCRENVIR,"15,000 GAL PROCESS TANK"
19-006,2019-08-21 00:00:00,2019-08-21 00:00:00,2019-08-22 00:00:00,1,1,BCRENVIR,"15,000 GAL PROCESS TANK"
19-007,2019-08-21 00:00:00,2019-08-21 00:00:00,2019-08-22 00:00:00,1,1,BCRENVIR,"15,000 GAL PROCESS TANK"
19-007,2019-08-21 00:00:00,2019-08-21 00:00:00,2019-08-22 00:00:00,1,1,BCRENVIR,"15,000 GAL PROCESS TANK"
18-067,2019-08-09 00:00:00,2019-08-09 00:00:00,2019-08-12 00:00:00,1,1,KIMCLARK,DUMP CHEST TM18
19-067,2019-08-08 00:00:00,2019-08-08 00:00:00,2019-08-09 00:00:00,0,0,ANDRITZI,(4) AGITATOR MOUNTS
19-027,2019-08-07 00:00:00,2019-08-07 00:00:00,2019-08-07 00:00:00,1,1,FLOQENGI,"8,500 AKD STORAGE TANK"
19-028,2019-08-07 00:00:00,2019-08-07 00:00:00,2019-08-07 00:00:00,1,1,FLOQENGI,"8,500 AKD STORAGE TANK"
19-029,2019-08-07 00:00:00,2019-08-07 00:00:00,2019-08-08 00:00:00,0,0,FLOQENGI,"8,500 AKD STORAGE TANK"
19-030,2019-08-07 00:00:00,2019-08-07 00:00:00,2019-08-08 00:00:00,1,1,FLOQENGI,"8,500 AKD STORAGE TANK"
18-066,2019-08-05 00:00:00,2019-08-05 00:00:00,2019-08-05 00:00:00,1,1,KIMCLARK,DUMP CHEST TM17
18-065,2019-07-25 00:00:00,2019-07-25 00:00:00,2019-07-29 00:00:00,1,1,KIMCLARK,DUMP CHEST TM12
18-068,2019-07-22 00:00:00,2019-07-22 00:00:00,2019-07-22 00:00:00,1,1,KIMCLARK,PUMPER WATER TANK
19-015,2019-07-22 00:00:00,2019-07-22 00:00:00,2019-07-22 00:00:00,1,1,DOMTPAPE,1600 GL PEROXIDE DILUTION TANK
19-057,2019-07-17 00:00:00,2019-07-17 00:00:00,2019-07-17 00:00:00,1,1,INTETANK,(4) CST ROLLED ANGLES
18-086,2019-07-15 00:00:00,2019-07-15 00:00:00,2019-07-15 00:00:00,1,1,PCSPHOSP,2500 GAL CST API TANK
19-031,2019-07-03 00:00:00,2019-07-03 00:00:00,2019-07-03 00:00:00,10,10,S&STECHN,"18"" SPOOL ASSEMBLY"
19-032,2019-06-27 00:00:00,2019-06-27 00:00:00,2019-06-27 00:00:00,1,1,S&STECHN,"18"" SPOOL ASSEMBLY"
19-033,2019-06-27 00:00:00,2019-06-27 00:00:00,2019-06-27 00:00:00,1,1,S&STECHN,"18"" SPOOL ASSEMBLY"
19-034,2019-06-27 00:00:00,2019-06-27 00:00:00,2019-06-27 00:00:00,1,1,S&STECHN,"18"" SPOOL ASSEMBLY"
19-031,2019-06-27 00:00:00,2019-06-27 00:00:00,2019-06-27 00:00:00,1,1,S&STECHN,"18"" SPOOL ASSEMBLY"
19-035,2019-06-20 00:00:00,2019-06-20 00:00:00,2019-06-20 00:00:00,1,1,S&STECHN,"24"" SPOOL ASSEMBLY"
19-036,2019-06-20 00:00:00,2019-06-20 00:00:00,2019-06-20 00:00:00,1,1,S&STECHN,"24"" SPOOL ASSEMBLY"
19-010,2019-06-04 00:00:00,2019-06-04 00:00:00,2019-06-04 00:00:00,1,1,PINOVAIN,BOTTOMS RECEIVER TANK T-205
19-011,2019-06-04 00:00:00,2019-06-04 00:00:00,2019-06-04 00:00:00,1,1,PINOVAIN,LIGHT ENDS RECEIVER TANK T-206
19-012,2019-06-04 00:00:00,2019-06-04 00:00:00,2019-06-04 00:00:00,1,1,PINOVAIN,MELTED GUM RESIDENT TANK T-203
19-013,2019-06-04 00:00:00,2019-06-04 00:00:00,2019-06-04 00:00:00,1,1,PINOVAIN,MELTED GUM REFLUX TANK T-207
18-086,2019-05-30 00:00:00,2019-05-30 00:00:00,2019-06-03 00:00:00,1,1,PCSPHOSP,2500 GAL CST API TANK
18-090,2019-05-22 00:00:00,2019-05-22 00:00:00,2019-05-24 00:00:00,1,1,FUJIVEGE,IE HOTWELL
18-091,2019-05-22 00:00:00,2019-05-22 00:00:00,2019-05-24 00:00:00,1,1,FUJIVEGE,COOLING TOWER BASIN
19-009,2019-05-20 00:00:00,2019-05-20 00:00:00,2019-05-20 00:00:00,1,1,SFCCONTR,6000 GAL CST API TANK
18-085,2019-05-07 00:00:00,2019-05-07 00:00:00,2019-05-07 00:00:00,1,1,MILLIKEN,"1,000 GAL C276 TANK"
18-081,2019-05-06 00:00:00,2019-05-06 00:00:00,2019-05-06 00:00:00,1,1,ANDRITZI,24' DISSOLVING TANK
18-081,2019-05-06 00:00:00,2019-05-06 00:00:00,2019-05-06 00:00:00,1,1,ANDRITZI,24' DISSOLVING TANK
18-081,2019-05-06 00:00:00,2019-05-06 00:00:00,2019-05-06 00:00:00,1,1,ANDRITZI,24' DISSOLVING TANK
18-082,2019-05-02 00:00:00,2019-05-02 00:00:00,2019-05-02 00:00:00,1,1,ANDRITZI,24' DISSOLVING TANK
19-014,2019-05-01 00:00:00,2019-05-01 00:00:00,2019-05-01 00:00:00,1,1,ANDRITZI,BOOSTER SEPARATOR TANK
18-082,2019-05-01 00:00:00,2019-05-01 00:00:00,2019-05-01 00:00:00,1,1,ANDRITZI,24' DISSOLVING TANK
18-082,2019-05-01 00:00:00,2019-05-01 00:00:00,2019-05-01 00:00:00,1,1,ANDRITZI,24' DISSOLVING TANK
18-081,2019-05-01 00:00:00,2019-05-01 00:00:00,2019-05-01 00:00:00,1,1,ANDRITZI,24' DISSOLVING TANK
18-081,2019-04-24 00:00:00,2019-04-24 00:00:00,2019-04-24 00:00:00,1,1,ANDRITZI,24' DISSOLVING TANK
18-076,2019-04-15 00:00:00,2019-04-15 00:00:00,2019-04-15 00:00:00,1,1,ONEACONS,"T-205 1,500 GAL TANK"
18-077,2019-04-15 00:00:00,2019-04-15 00:00:00,2019-04-15 00:00:00,1,1,ONEACONS,"T-207 2,000 GAL TANK"
18-078,2019-04-15 00:00:00,2019-04-15 00:00:00,2019-04-15 00:00:00,1,1,ONEACONS,"T-206 3,000 GAL TANK"
18-079,2019-04-15 00:00:00,2019-04-15 00:00:00,2019-04-15 00:00:00,1,1,ONEACONS,T-203 600 GAL TANK
19-004,2019-04-15 00:00:00,2019-04-15 00:00:00,2019-04-15 00:00:00,1,1,HALOPROD,ALLOY 20 REPAIR/HEAD REPLACE
19-016,2019-04-09 00:00:00,2019-04-09 00:00:00,2019-04-09 00:00:00,1,1,SOLVSPEC,CARBON STEEL TOE PLATE
18-028,2019-03-25 00:00:00,2019-03-25 00:00:00,2019-03-25 00:00:00,1,1,HARPLOVE,"11,000 GAL VERT. ASME REACTOR"
18-029,2019-03-25 00:00:00,2019-03-25 00:00:00,2019-03-25 00:00:00,1,1,HARPLOVE,"11,000 GAL VERT. ASME REACTOR"
18-030,2019-03-25 00:00:00,2019-03-25 00:00:00,2019-03-25 00:00:00,1,1,HARPLOVE,"2,000 GAL ASME PRESSURE VESSEL"
18-092,2019-03-20 00:00:00,2019-03-20 00:00:00,2019-03-20 00:00:00,1,1,MILLIKEN,"20,000 GAL SST STORAGE TANK"
18-074,2019-03-18 00:00:00,2019-03-18 00:00:00,2019-03-18 00:00:00,1,1,USSUGARC,"40,000 GAL STORAGE TANK"
18-075,2019-03-18 00:00:00,2019-03-18 00:00:00,2019-03-18 00:00:00,1,1,USSUGARC,"40,000 GAL STORAGE TANK"
18-075,2019-03-14 00:00:00,2019-03-14 00:00:00,2019-03-14 00:00:00,1,1,USSUGARC,"40,000 GAL STORAGE TANK"
18-074,2019-03-12 00:00:00,2019-03-12 00:00:00,2019-03-12 00:00:00,1,1,USSUGARC,"40,000 GAL STORAGE TANK"
18-088,2019-03-12 00:00:00,2019-03-12 00:00:00,2019-03-13 00:00:00,1,1,MIDAENVI,"3,000 GAL SLUDGE DECANT TANK"
18-089,2019-03-12 00:00:00,2019-03-12 00:00:00,2019-03-13 00:00:00,1,1,MIDAENVI,"3,000 GAL AERATION TANK"
19-003,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-03-07 00:00:00,1,1,FLOQENGI,"48"" BOLTED MANWAY W/WEARPLATE"
18-080,2019-02-26 00:00:00,2019-02-26 00:00:00,2019-02-26 00:00:00,1,1,HALOPROD,450 GAL CST TANK
18-072,2019-01-30 00:00:00,2019-01-30 00:00:00,2019-01-30 00:00:00,1,1,SOLVSPEC,300 GAL SST JACKETED TANK
18-071,2019-01-24 00:00:00,2019-01-24 00:00:00,2019-01-24 00:00:00,1,1,SOLVSPEC,"20,000 GAL SST TANK"
18-071,2019-01-24 00:00:00,2019-01-24 00:00:00,2019-01-24 00:00:00,1,1,SOLVSPEC,"20,000 GAL SST TANK"
18-056,2019-01-16 00:00:00,2019-01-16 00:00:00,2019-01-16 00:00:00,1,1,ONEACONS,STYRENE STORAGE TANK
18-056,2019-01-15 00:00:00,2019-01-15 00:00:00,2019-01-16 00:00:00,1,1,ONEACONS,STYRENE STORAGE TANK
18-024,2019-01-03 00:00:00,2019-01-03 00:00:00,2019-01-03 00:00:00,1,1,INTEPAPE,REJECTS REFINER FEED TANK
18-025,2019-01-03 00:00:00,2019-01-03 00:00:00,2019-01-03 00:00:00,1,1,INTEPAPE,SECONDARY FEED TANK
18-026,2019-01-03 00:00:00,2019-01-03 00:00:00,2019-01-03 00:00:00,1,1,INTEPAPE,TERTIARY TANK
18-048,2018-12-20 00:00:00,2018-12-20 00:00:00,2018-12-20 00:00:00,1,1,ONEACONS,"16,000 GAL ASME CARBON STEEL P"
18-041,2018-12-19 00:00:00,2018-12-19 00:00:00,2018-12-19 00:00:00,1,1,DOMTPAPE,"1,675 GAL 2205 API 650 TANK"
18-062,2018-12-19 00:00:00,2018-12-19 00:00:00,2018-12-20 00:00:00,1,1,IRVCPROD,ETP DAF SLUDGE BUFFER TANK
18-063,2018-12-19 00:00:00,2018-12-19 00:00:00,2018-12-20 00:00:00,1,1,IRVCPROD,TREATED EFFLUENT RECYCLE TANK
18-064,2018-12-19 00:00:00,2018-12-19 00:00:00,2018-12-20 00:00:00,1,1,IRVCPROD,GLUE SEPARATOR SEAL POT
18-070,2018-12-18 00:00:00,2018-12-18 00:00:00,2018-12-18 00:00:00,1,1,STAMTEC,850 GAL ASME CST TANK
18-049,2018-12-11 00:00:00,2018-12-11 00:00:00,2018-12-13 00:00:00,1,1,ONEACONS,"30,000 GAL API 650 SST W/LDR"
18-051,2018-12-11 00:00:00,2018-12-11 00:00:00,2018-12-13 00:00:00,1,1,ONEACONS,"30,000 GAL API 650 SST W/0 LDR"
18-053,2018-12-11 00:00:00,2018-12-11 00:00:00,2018-12-13 00:00:00,1,1,ONEACONS,"30,000 GAL API 650 SST W/0 LDR"
18-055,2018-12-06 00:00:00,2018-12-06 00:00:00,2018-12-06 00:00:00,1,1,ONEACONS,CATWALK AND PLATFORMS
18-055,2018-12-06 00:00:00,2018-12-06 00:00:00,2018-12-06 00:00:00,1,1,ONEACONS,CATWALK AND PLATFORMS
18-054,2018-11-27 00:00:00,2018-11-27 00:00:00,2018-11-29 00:00:00,1,1,ONEACONS,"30,000 GAL API 650 SST W/0 LDR"
18-052,2018-11-27 00:00:00,2018-11-27 00:00:00,2018-11-29 00:00:00,1,1,ONEACONS,"30,000 GAL API 650 SST W/O LDR"
18-050,2018-11-27 00:00:00,2018-11-27 00:00:00,2018-11-29 00:00:00,1,1,ONEACONS,"30,000 GAL API 650 SST W/LDR"
18-073,2018-11-15 00:00:00,2018-11-15 00:00:00,2018-11-15 00:00:00,1,1,GAF11111,S/S SLATE SKI PLATES
18-061,2018-11-12 00:00:00,2018-11-12 00:00:00,2018-11-13 00:00:00,1,1,BULKCHEM,"7,000 GAL SST OPEN TOP TANK"
18-021,2018-11-05 00:00:00,2018-11-05 00:00:00,2018-11-05 00:00:00,1,1,FLOQENGI,SS POWDER STORAGE SILO
18-043,2018-10-26 00:00:00,2018-10-26 00:00:00,2018-10-26 00:00:00,1,1,ROSENBLAD,MEE EVAPORATION VESSEL
18-057,2018-10-24 00:00:00,2018-10-24 00:00:00,2018-10-24 00:00:00,1,1,S&STECHN,950 GAL SS API 650 TANK
18-059,2018-10-24 00:00:00,2018-10-24 00:00:00,2018-10-24 00:00:00,1,1,VENATOR,SCREEN DISCHARGE COLLECTION TK
18-047,2018-10-22 00:00:00,2018-10-22 00:00:00,2018-10-23 00:00:00,1,1,USSUGARC,"2,800 GAL SST TANK"
18-042,2018-10-22 00:00:00,2018-10-22 00:00:00,2018-10-22 00:00:00,1,1,S&STECHN,"20,000 GAL SST ASME TANK"
18-042,2018-10-22 00:00:00,2018-10-22 00:00:00,2018-10-22 00:00:00,1,1,S&STECHN,"20,000 GAL SST ASME TANK"
18-021,2018-10-17 00:00:00,2018-10-17 00:00:00,2018-10-17 00:00:00,1,1,FLOQENGI,SS POWDER STORAGE SILO
18-058,2018-10-15 00:00:00,2018-10-15 00:00:00,2018-10-15 00:00:00,1,1,VENATOR,DISPERSER PURGE TANK
18-031,2018-10-12 00:00:00,2018-10-12 00:00:00,2018-10-12 00:00:00,1,1,HALOPROD,"8"" VENT CONDENSER"
18-045,2018-10-10 00:00:00,2018-10-10 00:00:00,2018-10-10 00:00:00,1,1,INTESPAP,16000 GAL 316 SST API 650 TANK
18-038,2018-10-10 00:00:00,2018-10-10 00:00:00,2018-10-10 00:00:00,1,1,ANDRITZI,28' DISSOLVING TANK
18-020,2018-10-09 00:00:00,2018-10-09 00:00:00,2018-10-10 00:00:00,1,1,FLOQENGI,SS POWDER STORAGE SILO
18-038,2018-10-08 00:00:00,2018-10-08 00:00:00,2018-10-08 00:00:00,1,1,ANDRITZI,28' DISSOLVING TANK
18-038,2018-10-08 00:00:00,2018-10-08 00:00:00,2018-10-08 00:00:00,1,1,ANDRITZI,28' DISSOLVING TANK
18-038,2018-10-08 00:00:00,2018-10-08 00:00:00,2018-10-08 00:00:00,1,1,ANDRITZI,28' DISSOLVING TANK
18-038,2018-10-08 00:00:00,2018-10-08 00:00:00,2018-10-08 00:00:00,1,1,ANDRITZI,28' DISSOLVING TANK
18-020,2018-10-01 00:00:00,2018-10-01 00:00:00,2018-10-01 00:00:00,1,1,FLOQENGI,SS POWDER STORAGE SILO
18-043,2018-09-27 00:00:00,2018-09-27 00:00:00,2018-09-27 00:00:00,1,1,ROSENBLAD,MEE EVAPORATION VESSEL
18-046,2018-09-27 00:00:00,2018-09-27 00:00:00,2018-09-27 00:00:00,1,1,PCSPHOSP,9000 GAL SST API 650 TANK
18-037,2018-09-05 00:00:00,2018-09-05 00:00:00,2018-09-06 00:00:00,1,1,WESTROCK,"13,500 GAL SST API 650 TANK"
18-019,2018-08-31 00:00:00,2018-08-31 00:00:00,2018-08-31 00:00:00,1,1,FLOQENGI,SS POWDER STORAGE SILO
18-019,2018-08-27 00:00:00,2018-08-27 00:00:00,2018-08-27 00:00:00,1,1,FLOQENGI,SS POWDER STORAGE SILO
18-019,2018-08-27 00:00:00,2018-08-27 00:00:00,2018-08-27 00:00:00,1,1,FLOQENGI,SS POWDER STORAGE SILO
